Name,Job_Role,Experience_Numeric_Weight,Technical_Skill_Proficiency,P1_Big5_Openness,P1_Big5_Conscientiousness,P1_Big5_Extraversion,P1_Big5_Agreeableness,P1_Big5_Neuroticism,P1_Dark_Machiavellianism,P1_Dark_Narcissism,P1_Dark_Psychopathy,P2_Behavior_Self_Efficacy,P2_Behavior_Self_Monitoring,P2_Behavior_Proactivity,P2_Behavior_Action_Orient,P2_Behavior_Psych_Capital,P3_Attitude_Utilitarian,P3_Attitude_Value_Express,P3_Attitude_Ego_Defensive,P3_Attitude_Knowledge,P4_Emotion_Pos_High_Act,P4_Emotion_Prosocial_Aff,P4_Emotion_Neg_High_Act,P4_Emotion_Neg_Low_Act,P4_Emotion_Threat_Apprehend,P5_Comm_Instrumental,P5_Comm_Expressive,P5_Comm_Controlled,P6_EI_Self_Control,P6_EI_Conflict_Management,P6_EI_Empathy_Resolution,P6_EI_Isolated_Focus,P7_Value_Openness_Change,P7_Value_Conservation,P7_Value_Social_Focus,P7_Value_Personal_Focus,P8_Interdep_Positive,P8_Interdep_Negative,P8_Interdep_No,Cluster_ID,PCA_X,PCA_Y
Michelle Cantu,Marketing Manager,1.0,0.95,0.76,0.43,0.62,0.74,0.02,0.17,0.41,0.17,0.77,0.93,0.49,0.99,0.75,0.37,0.64,0.33,0.56,0.69,0.82,0.22,0.32,0.23,0.39,0.91,0.56,0.81,0.72,0.78,0.12,0.93,0.76,0.94,0.67,0.97,0.17,0.36,3,-4.082506527092675,-0.02450963454338036
Kathy Dunn,Marketing Manager,0.5,0.89,0.87,0.99,0.23,0.33,0.03,0.2,0.33,0.49,0.85,0.45,0.44,0.61,0.81,0.73,0.13,0.3,0.72,0.42,0.53,0.33,0.44,0.6,0.7,0.58,0.65,0.66,0.41,0.47,0.92,0.77,0.49,0.18,0.99,0.33,0.4,0.61,1,3.282474766620359,-1.5716494157484566
Christine Goodman,Marketing Manager,0.0,0.8,0.62,0.62,0.69,0.93,0.07,0.21,0.13,0.17,0.75,0.77,0.64,0.49,0.79,0.36,0.7,0.13,0.54,0.53,0.6,0.14,0.39,0.34,0.26,0.69,0.7,0.68,0.64,0.99,0.27,0.48,0.58,0.84,0.12,0.86,0.35,0.27,3,-4.043583549584015,-0.9623446265985102
Andrew Roy,Marketing Manager,0.5,0.87,0.59,0.76,0.38,0.68,0.18,0.32,0.39,0.23,0.38,0.48,0.73,0.72,0.45,0.62,0.72,0.54,0.95,0.55,0.35,0.32,0.44,0.48,0.99,0.47,0.54,0.68,0.56,0.54,0.76,0.99,0.41,0.19,0.79,0.72,0.17,0.81,1,1.8828735383862123,-1.010829663953966
Troy Martinez,Marketing Manager,0.0,0.79,0.97,0.99,0.38,0.59,0.42,0.5,0.01,0.25,0.66,0.42,0.66,0.7,0.55,0.49,0.43,0.5,0.72,0.2,0.79,0.4,0.42,0.61,0.82,0.5,0.94,0.46,0.52,0.71,0.7,0.55,0.48,0.48,0.79,0.11,0.35,0.81,1,2.8651418951158187,-2.0180393623668094
Tiffany Carrillo,Marketing Manager,0.0,0.81,0.77,0.62,0.47,0.98,0.5,0.1,0.23,0.23,0.89,0.67,0.35,0.69,0.92,0.4,0.67,0.4,0.68,0.58,0.86,0.05,0.4,0.26,0.38,0.75,0.61,0.88,0.94,0.83,0.41,0.71,0.49,0.83,0.33,0.93,0.14,0.24,3,-3.7310141559890915,-1.5405665865800073
Kelly Owens,Marketing Manager,1.0,0.88,0.95,0.97,0.45,0.56,0.05,0.51,0.36,0.3,0.83,0.69,0.42,0.62,0.47,0.54,0.29,0.12,0.91,0.8,0.76,0.22,0.41,0.59,0.86,0.32,0.71,0.83,0.29,0.52,0.9,0.71,0.72,0.36,0.67,0.41,0.06,0.94,1,2.019118554666093,-2.96632544798837
Melanie Alexander PhD,Marketing Manager,0.5,0.81,0.51,0.77,0.6,0.99,0.43,0.01,0.47,0.46,0.69,0.84,0.71,0.56,0.83,0.2,0.77,0.32,0.68,0.86,0.73,0.17,0.58,0.28,0.48,0.74,0.48,0.99,0.77,0.68,0.23,0.35,0.45,0.7,0.44,0.75,0.33,0.51,3,-3.2482717600447764,-0.1948780284011247
Andrew Mercer,HR Executive,0.0,0.79,0.67,0.76,0.17,0.51,0.7,0.12,0.04,0.29,0.84,0.41,0.59,0.53,0.46,0.72,0.71,0.48,0.94,0.34,0.51,0.17,0.72,0.25,0.68,0.08,0.76,0.66,0.68,0.57,0.73,0.83,0.41,0.24,0.77,0.23,0.46,0.99,1,3.3258955118591857,-2.660843082956946
Morgan Harris,Marketing Manager,0.5,0.88,0.55,0.63,0.52,0.79,0.52,0.29,0.01,0.33,0.81,0.7,0.66,0.47,0.73,0.62,0.71,0.01,0.59,0.69,0.99,0.25,0.24,0.46,0.47,0.64,0.77,0.78,0.85,0.88,0.14,0.57,0.55,0.82,0.54,0.88,0.33,0.3,3,-3.1590035044635743,-0.5942707148480763
Barbara Moran,Marketing Manager,1.0,0.94,0.72,0.88,0.36,0.63,0.34,0.28,0.06,0.19,0.89,0.47,0.35,0.41,0.58,0.84,0.38,0.18,0.76,0.55,0.64,0.31,0.61,0.54,0.62,0.49,0.79,0.47,0.71,0.43,0.56,0.59,0.46,0.25,0.68,0.36,0.26,0.84,1,2.084470758230634,-2.315964262461231
Erin Nash,Marketing Manager,0.5,0.72,0.48,0.82,0.88,0.99,0.33,0.21,0.23,0.01,0.7,0.57,0.4,0.77,0.99,0.46,0.92,0.21,0.4,0.79,0.94,0.26,0.26,0.44,0.3,0.63,0.45,0.76,0.69,0.75,0.19,0.61,0.33,0.86,0.54,0.87,0.43,0.5,3,-4.038481382806292,-0.20456022785917635
Douglas Robinson,Marketing Manager,0.5,0.81,0.46,0.87,0.1,0.47,0.4,0.69,0.34,0.24,0.9,0.39,0.77,0.8,0.72,0.42,0.75,0.3,0.85,0.4,0.3,0.17,0.47,0.1,0.76,0.46,0.84,0.71,0.32,0.21,0.99,0.63,0.59,0.32,0.85,0.68,0.52,0.5,1,2.6080494299330983,-1.6038054025410486
Marissa Warner,Software Engineer,0.0,0.7,0.61,0.23,0.66,0.92,0.3,0.34,0.24,0.26,0.55,0.54,0.36,0.38,0.95,0.17,0.79,0.21,0.58,0.9,0.78,0.34,0.31,0.28,0.79,0.53,0.79,0.85,0.78,0.99,0.02,0.57,0.37,0.91,0.18,0.91,0.17,0.23,3,-4.452821922544343,-0.3663223417012877
Laura Powell,Marketing Manager,1.0,0.89,0.63,0.46,0.61,0.85,0.07,0.41,0.04,0.12,0.84,0.55,0.53,0.62,0.68,0.39,0.83,0.18,0.71,0.76,0.76,0.42,0.19,0.43,0.34,0.7,0.58,0.8,0.49,0.92,0.28,0.69,0.63,0.91,0.05,0.69,0.25,0.33,3,-3.661726373689314,-0.8428985061983525
John Wilson,Marketing Manager,0.0,0.7,0.91,0.66,0.99,0.27,0.29,0.52,0.67,0.5,0.99,0.66,0.99,0.69,0.89,0.92,0.83,0.37,0.65,0.62,0.6,0.23,0.13,0.07,0.63,0.75,0.54,0.51,0.86,0.57,0.28,0.88,0.64,0.7,0.7,0.47,0.37,0.44,0,-1.0854534876261508,2.79379446292202
Karen Simmons,Marketing Manager,0.5,0.88,0.86,0.58,0.8,0.82,0.21,0.09,0.15,0.26,0.5,0.82,0.56,0.71,0.71,0.56,0.73,0.64,0.36,0.99,0.83,0.28,0.21,0.06,0.37,0.7,0.63,0.92,0.88,0.88,0.36,0.39,0.3,0.63,0.29,0.57,0.1,0.09,3,-4.156950372307283,0.23715736803214146
Denise Gallagher,Marketing Manager,0.5,0.82,0.77,0.83,0.99,0.54,0.45,0.29,0.81,0.62,0.93,0.39,0.77,0.89,0.69,0.84,0.74,0.24,0.7,0.72,0.52,0.32,0.43,0.57,0.49,0.46,0.46,0.37,0.71,0.71,0.62,0.88,0.32,0.35,0.75,0.71,0.5,0.29,0,0.39440928871728176,2.556962759095836
Bryan Patel,Marketing Manager,0.0,0.79,0.48,0.54,0.82,0.83,0.23,0.35,0.5,0.01,0.63,0.54,0.49,0.6,0.75,0.25,0.59,0.36,0.83,0.39,0.8,0.36,0.3,0.13,0.38,0.8,0.55,0.74,0.85,0.77,0.42,0.58,0.4,0.99,0.34,0.46,0.39,0.49,3,-2.7860949766619214,-0.08387347542592273
Victor Spencer,Marketing Manager,1.0,0.96,0.8,0.94,0.99,0.69,0.01,0.69,0.72,0.6,0.99,0.94,0.98,0.99,0.99,0.68,0.41,0.3,0.76,0.86,0.36,0.16,0.14,0.37,0.94,0.89,0.66,0.59,0.44,0.53,0.36,0.78,0.36,0.72,0.88,0.66,0.11,0.33,0,-1.0583878950030476,2.457752907522887
Robert Aguilar,Financial Analyst,1.0,0.9,0.58,0.53,0.82,0.31,0.64,0.61,0.74,0.87,0.71,0.49,0.45,0.39,0.55,0.93,0.01,0.79,0.52,0.31,0.19,0.95,0.56,0.48,0.72,0.42,0.44,0.14,0.25,0.46,0.59,0.42,0.33,0.36,0.77,0.38,0.71,0.33,2,5.732273853582657,4.707073865949408
Dawn Martinez,Marketing Manager,0.5,0.87,0.48,0.74,0.64,0.82,0.44,0.39,0.26,0.06,0.52,0.85,0.52,0.54,0.68,0.28,0.8,0.05,0.75,0.62,0.83,0.05,0.3,0.25,0.44,0.97,0.63,0.63,0.74,0.94,0.49,0.69,0.65,0.94,0.56,0.56,0.3,0.45,3,-3.3643747235406933,-0.845594929378504
Joe Rice,Marketing Manager,0.5,0.81,0.4,0.37,0.71,0.16,0.63,0.75,0.59,0.77,0.76,0.45,0.67,0.55,0.53,0.83,0.56,0.78,0.46,0.3,0.11,0.6,0.53,0.51,0.8,0.27,0.27,0.22,0.68,0.28,0.59,0.54,0.68,0.01,0.84,0.06,0.44,0.39,2,5.489969247870093,3.8345440463246607
Courtney Farrell,Marketing Manager,1.0,0.97,0.84,0.45,0.95,0.81,0.26,0.04,0.18,0.07,0.49,0.72,0.49,0.88,0.63,0.42,0.79,0.09,0.7,0.64,0.48,0.35,0.13,0.14,0.55,0.7,0.74,0.93,0.75,0.97,0.19,0.98,0.45,0.99,0.48,0.9,0.1,0.28,3,-4.3732074154499845,-0.7485399290556388
Cynthia Johnson DDS,Marketing Manager,1.0,0.95,0.95,0.67,0.3,0.6,0.71,0.28,0.31,0.18,0.79,0.49,0.66,0.81,0.53,0.82,0.46,0.51,0.97,0.74,0.4,0.27,0.52,0.58,0.81,0.49,0.85,0.62,0.53,0.38,0.89,0.54,0.59,0.5,0.87,0.49,0.34,0.87,1,3.2426572586920175,-1.5988612555072848
Melissa Welch,Marketing Manager,0.0,0.78,0.66,0.79,0.1,0.54,0.45,0.53,0.47,0.21,0.57,0.46,0.67,0.81,0.76,0.67,0.38,0.29,0.84,0.49,0.48,0.33,0.43,0.28,0.94,0.31,0.72,0.54,0.25,0.65,0.93,0.46,0.71,0.49,0.77,0.64,0.33,0.64,1,2.7845071385514246,-1.706636933054348
Brendan Holmes,Marketing Manager,0.0,0.75,0.87,0.73,0.91,0.36,0.32,0.42,0.53,0.4,0.75,0.65,0.66,0.86,0.89,0.6,0.77,0.33,0.32,0.84,0.52,0.42,0.29,0.15,0.92,0.74,0.47,0.71,0.7,0.98,0.37,0.9,0.24,0.78,0.8,0.65,0.27,0.2,0,-1.988215072068454,2.550545852938186
Tamara Rodriguez,Marketing Manager,0.0,0.8,0.33,0.8,0.89,0.8,0.21,0.27,0.52,0.21,0.55,0.51,0.38,0.61,0.7,0.43,0.67,0.09,0.42,0.93,0.98,0.51,0.38,0.24,0.65,0.75,0.63,0.74,0.41,0.99,0.37,0.7,0.54,0.87,0.26,0.94,0.01,0.33,3,-3.5374678375956567,-0.35453303784861206
Michael Gonzalez,HR Executive,0.5,0.88,0.78,0.91,0.65,0.73,0.05,0.24,0.21,0.07,0.89,0.71,0.64,0.61,0.6,0.12,0.82,0.51,0.65,0.79,0.71,0.4,0.45,0.2,0.53,0.49,0.71,0.66,0.67,0.91,0.03,0.7,0.38,0.65,0.36,0.82,0.42,0.11,3,-3.1239760938735475,-0.24378023304874388
Ross Thomas,HR Executive,0.5,0.8,0.93,0.98,0.2,0.55,0.21,0.49,0.34,0.19,0.57,0.03,0.34,0.87,0.54,0.67,0.55,0.67,0.99,0.35,0.16,0.7,0.79,0.43,0.61,0.44,0.73,0.63,0.58,0.5,0.67,0.65,0.7,0.43,0.79,0.54,0.25,0.88,1,3.835751562281746,-2.531256124109058
Paul Smith,HR Executive,0.5,0.85,0.46,0.81,0.28,0.52,0.58,0.25,0.29,0.36,0.64,0.42,0.44,0.66,0.71,0.64,0.57,0.11,0.64,0.15,0.28,0.63,0.45,0.29,0.92,0.44,0.57,0.99,0.49,0.51,0.92,0.77,0.51,0.67,0.71,0.54,0.23,0.75,1,2.166676511136869,-1.7778005757579025
Jason Hawkins,HR Executive,0.0,0.71,0.88,0.43,0.71,0.73,0.36,0.35,0.4,0.16,0.78,0.38,0.49,0.73,0.4,0.71,0.47,0.42,0.82,0.67,0.4,0.38,0.64,0.39,0.83,0.29,0.94,0.61,0.64,0.43,0.72,0.8,0.55,0.44,0.34,0.4,0.23,0.69,1,1.9994650124107172,-1.443563030567366
Audrey Harrison,HR Executive,1.0,0.94,0.52,0.57,0.92,0.84,0.39,0.22,0.51,0.3,0.56,0.99,0.48,0.63,0.86,0.47,0.87,0.14,0.71,0.79,0.85,0.22,0.18,0.37,0.35,0.79,0.58,0.55,0.71,0.91,0.22,0.57,0.44,0.74,0.6,0.68,0.42,0.25,3,-3.7442270829510447,1.3934755862074233
Douglas Perez,HR Executive,0.0,0.74,0.99,0.98,0.58,0.37,0.23,0.38,0.55,0.23,0.88,0.71,0.74,0.47,0.6,0.57,0.61,0.18,0.63,0.68,0.53,0.24,0.12,0.05,0.68,0.62,0.64,0.66,0.69,0.48,0.46,0.95,0.37,0.89,0.82,0.84,0.42,0.5,0,-1.112758481582092,0.7670316735361421
Kathleen Anderson,HR Executive,0.5,0.88,0.64,0.61,0.76,0.91,0.05,0.41,0.31,0.5,0.77,0.76,0.45,0.58,0.82,0.62,0.93,0.32,0.87,0.4,0.92,0.44,0.38,0.1,0.66,0.86,0.65,0.76,0.99,0.92,0.26,0.53,0.66,0.99,0.36,0.77,0.4,0.17,3,-3.5239258493236125,0.1720044492576561
Amy Casey,HR Executive,0.0,0.72,0.56,0.99,0.19,0.23,0.44,0.31,0.18,0.01,0.75,0.55,0.59,0.71,0.67,0.7,0.24,0.19,0.82,0.48,0.58,0.46,0.54,0.36,0.59,0.36,0.83,0.29,0.32,0.35,0.87,0.58,0.59,0.32,0.73,0.29,0.2,0.69,1,3.374348230107391,-2.3969675580215055
Tyler Hughes,HR Executive,0.0,0.82,0.73,0.81,0.88,0.49,0.56,0.37,0.3,0.19,0.99,0.65,0.77,0.8,0.9,0.64,0.74,0.32,0.79,0.88,0.49,0.44,0.17,0.04,0.7,0.56,0.59,0.59,0.91,0.55,0.4,0.63,0.18,0.4,0.91,0.63,0.6,0.01,0,-1.1848570151687865,2.040305555125126
Gina Holland,HR Executive,0.5,0.87,0.55,0.39,0.52,0.36,0.39,0.89,0.69,0.77,0.79,0.4,0.51,0.37,0.13,0.65,0.72,0.89,0.79,0.57,0.14,0.69,0.59,0.62,0.66,0.22,0.89,0.33,0.3,0.32,0.56,0.57,0.64,0.23,0.68,0.28,0.73,0.71,2,5.8935583638447735,2.456743272996773
Amy White,HR Executive,1.0,0.97,0.61,0.75,0.64,0.99,0.08,0.21,0.29,0.01,0.64,0.66,0.76,0.54,0.85,0.22,0.79,0.19,0.48,0.99,0.8,0.22,0.44,0.18,0.51,0.83,0.64,0.99,0.73,0.99,0.37,0.79,0.6,0.99,0.3,0.92,0.4,0.22,3,-5.204112727172353,-0.8152916441978856
Cathy Cameron,HR Executive,0.0,0.79,0.7,0.97,0.43,0.46,0.6,0.01,0.17,0.11,0.63,0.45,0.54,0.76,0.69,0.56,0.27,0.46,0.76,0.26,0.6,0.56,0.68,0.43,0.89,0.51,0.65,0.82,0.49,0.59,0.88,0.89,0.63,0.13,0.97,0.26,0.49,0.84,1,3.44187387827531,-2.3265693538235652
Leah Jennings,HR Executive,0.0,0.74,0.59,0.95,0.2,0.66,0.23,0.37,0.18,0.27,0.99,0.51,0.5,0.33,0.52,0.77,0.37,0.61,0.86,0.66,0.48,0.31,0.38,0.25,0.96,0.24,0.83,0.57,0.29,0.53,0.74,0.64,0.41,0.28,0.75,0.36,0.42,0.87,1,3.348166478896936,-1.929198871607354
Brenda Mullen,HR Executive,0.0,0.79,0.5,0.99,0.21,0.48,0.12,0.42,0.18,0.27,0.67,0.24,0.38,0.73,0.41,0.59,0.55,0.79,0.92,0.36,0.39,0.35,0.4,0.54,0.83,0.44,0.7,0.85,0.43,0.3,0.99,0.43,0.49,0.26,0.99,0.67,0.52,0.8,1,3.924026591683212,-2.3549907156644574
Kevin Gates,HR Executive,0.5,0.82,0.97,0.96,0.31,0.44,0.51,0.33,0.26,0.01,0.74,0.56,0.69,0.71,0.47,0.84,0.45,0.35,0.63,0.82,0.56,0.48,0.32,0.41,0.79,0.42,0.95,0.43,0.29,0.55,0.77,0.82,0.54,0.16,0.49,0.47,0.38,0.99,1,2.8688370793567697,-1.539093456127894
Jeffrey Stewart,HR Executive,0.0,0.79,0.54,0.25,0.36,0.3,0.4,0.99,0.44,0.53,0.65,0.6,0.43,0.36,0.25,0.76,0.64,0.81,0.68,0.53,0.42,0.33,0.45,0.75,0.66,0.71,0.62,0.28,0.27,0.15,0.51,0.37,0.51,0.03,0.94,0.39,0.55,0.73,2,5.082533869427834,2.4745516737645192
Jordan Roman,HR Executive,1.0,0.93,0.99,0.83,0.83,0.34,0.35,0.62,0.72,0.56,0.78,0.82,0.7,0.83,0.92,0.79,0.67,0.31,0.55,0.82,0.35,0.35,0.01,0.05,0.83,0.86,0.46,0.61,0.73,0.67,0.45,0.65,0.01,0.5,0.73,0.84,0.44,0.48,0,-0.9775631554982022,3.6587680926069175
Mrs. Carol Butler,HR Executive,0.5,0.82,0.57,0.87,0.3,0.48,0.38,0.33,0.48,0.34,0.81,0.01,0.54,0.45,0.7,0.92,0.31,0.36,0.76,0.69,0.46,0.61,0.51,0.44,0.81,0.42,0.49,0.66,0.44,0.56,0.82,0.54,0.6,0.19,0.46,0.51,0.39,0.92,1,3.4256025580150444,-1.1580881826803882
Jacob Mueller,Marketing Manager,1.0,0.89,0.74,0.99,0.25,0.46,0.27,0.29,0.09,0.01,0.84,0.14,0.56,0.62,0.74,0.44,0.54,0.45,0.9,0.67,0.46,0.01,0.52,0.45,0.76,0.17,0.7,0.87,0.31,0.19,0.63,0.69,0.85,0.68,0.85,0.25,0.17,0.98,1,2.4234166937357435,-4.376670641443461
James Cameron,HR Executive,0.0,0.75,0.56,0.89,0.8,0.96,0.38,0.26,0.32,0.25,0.57,0.54,0.66,0.79,0.63,0.52,0.99,0.25,0.48,0.72,0.77,0.16,0.36,0.06,0.23,0.75,0.6,0.8,0.99,0.87,0.39,0.5,0.67,0.77,0.36,0.83,0.35,0.1,3,-4.058667281588344,-0.37385151855831417
Ronald Adams,HR Executive,0.5,0.8,0.96,0.65,0.33,0.61,0.33,0.53,0.51,0.24,0.9,0.04,0.7,0.83,0.44,0.74,0.15,0.29,0.99,0.5,0.44,0.36,0.44,0.55,0.71,0.36,0.58,0.76,0.4,0.44,0.8,0.66,0.45,0.4,0.83,0.2,0.21,0.85,1,3.9022439117941503,-1.517439305071049
Jeffrey Barker,HR Executive,1.0,0.91,0.57,0.54,0.65,0.99,0.11,0.16,0.24,0.11,0.6,0.79,0.29,0.76,0.89,0.21,0.41,0.1,0.56,0.99,0.93,0.01,0.2,0.29,0.49,0.55,0.58,0.64,0.68,0.89,0.42,0.78,0.64,0.78,0.46,0.9,0.22,0.21,3,-4.412272730084248,-1.288560859724415
Jason Huffman,Software Engineer,1.0,0.99,0.75,0.77,0.12,0.57,0.53,0.15,0.52,0.23,0.56,0.27,0.36,0.56,0.69,0.83,0.7,0.3,0.9,0.4,0.45,0.13,0.28,0.52,0.58,0.39,0.65,0.36,0.07,0.67,0.56,0.69,0.65,0.15,0.67,0.47,0.34,0.78,1,2.7493295219648295,-1.9331934773539419
Toni Trujillo,HR Executive,0.0,0.76,0.6,0.66,0.52,0.7,0.13,0.21,0.31,0.38,0.71,0.34,0.59,0.38,0.66,0.28,0.65,0.04,0.63,0.49,0.9,0.59,0.1,0.26,0.07,0.7,0.7,0.86,0.86,0.98,0.68,0.91,0.47,0.63,0.29,0.71,0.27,0.12,3,-3.2206740948811343,-0.6843369027083442
Michael Alvarado,HR Executive,0.5,0.96,0.41,0.49,0.27,0.19,0.36,0.99,0.52,0.99,0.73,0.57,0.72,0.4,0.19,0.81,0.46,0.99,0.57,0.37,0.46,0.92,0.54,0.73,0.99,0.37,0.27,0.26,0.15,0.39,0.36,0.74,0.35,0.45,0.47,0.24,0.61,0.7,2,6.063263966287604,4.632179944515609
Grant Ingram,HR Executive,0.0,0.72,0.54,0.62,0.85,0.34,0.7,0.85,0.9,0.58,0.81,0.82,0.76,0.4,0.37,0.84,0.14,0.99,0.5,0.49,0.16,0.55,0.41,0.58,0.85,0.47,0.45,0.3,0.42,0.52,0.71,0.67,0.49,0.02,0.69,0.37,0.8,0.57,2,5.56064853490389,4.854681877772368
Samantha Curry,HR Executive,1.0,0.89,0.62,0.75,0.74,0.99,0.22,0.01,0.33,0.08,0.42,0.64,0.5,0.77,0.58,0.45,0.99,0.22,0.57,0.81,0.93,0.46,0.27,0.41,0.56,0.7,0.58,0.75,0.66,0.79,0.52,0.81,0.46,0.85,0.5,0.92,0.32,0.38,3,-3.5249969193297974,-0.5664920079655251
David Perkins,HR Executive,1.0,0.91,0.55,0.76,0.73,0.92,0.14,0.08,0.44,0.14,0.69,0.7,0.68,0.51,0.78,0.52,0.93,0.17,0.89,0.75,0.69,0.31,0.24,0.37,0.44,0.76,0.46,0.9,0.68,0.68,0.36,0.89,0.5,0.96,0.51,0.97,0.15,0.14,3,-4.0677220007381445,-0.31358198600640647
Melissa Cohen,HR Executive,1.0,0.91,0.54,0.68,0.14,0.6,0.45,0.37,0.65,0.43,0.87,0.18,0.51,0.74,0.54,0.96,0.46,0.22,0.7,0.84,0.39,0.04,0.36,0.13,0.94,0.01,0.54,0.65,0.62,0.44,0.66,0.73,0.53,0.52,0.88,0.32,0.42,0.89,1,3.015713460780957,-1.0144530015882387
Erika Lee,HR Executive,1.0,0.88,0.86,0.93,0.2,0.53,0.27,0.35,0.4,0.5,0.55,0.47,0.72,0.81,0.72,0.79,0.64,0.24,0.64,0.5,0.13,0.53,0.63,0.33,0.74,0.29,0.76,0.67,0.53,0.42,0.99,0.77,0.51,0.55,0.55,0.39,0.45,0.74,1,2.845290059769874,-1.109926832802457
Calvin Holland,HR Executive,0.5,0.84,0.81,0.96,0.75,0.22,0.37,0.63,0.64,0.25,0.89,0.98,0.72,0.8,0.85,0.69,0.61,0.29,0.66,0.93,0.62,0.71,0.02,0.51,0.67,0.74,0.63,0.73,0.87,0.81,0.39,0.99,0.26,0.6,0.72,0.62,0.41,0.53,0,-1.0293714289779305,2.697334627610331
Ronald Orozco,HR Executive,1.0,0.95,0.51,0.74,0.57,0.73,0.01,0.23,0.28,0.01,0.68,0.9,0.52,0.64,0.84,0.22,0.99,0.18,0.7,0.82,0.83,0.34,0.34,0.09,0.4,0.66,0.53,0.55,0.99,0.99,0.45,0.84,0.5,0.75,0.23,0.95,0.23,0.29,3,-4.928852697713203,-0.5568065240045942
Sandra Rodriguez,HR Executive,1.0,0.96,0.65,0.97,0.4,0.4,0.57,0.52,0.66,0.51,0.61,0.54,0.63,0.65,0.67,0.42,0.16,0.14,0.91,0.57,0.41,0.61,0.6,0.16,0.77,0.16,0.81,0.65,0.32,0.7,0.86,0.64,0.56,0.59,0.89,0.38,0.15,0.72,1,3.1326656338642143,-1.025909066158067
Rebekah Sanchez,HR Executive,1.0,0.97,0.62,0.57,0.54,0.25,0.49,0.92,0.61,0.78,0.68,0.64,0.5,0.3,0.3,0.75,0.01,0.77,0.64,0.54,0.18,0.76,0.42,0.57,0.98,0.6,0.48,0.28,0.46,0.05,0.56,0.64,0.56,0.35,0.89,0.27,0.88,0.36,2,6.108624210644178,4.4037911402287335
Matthew Cooper,HR Executive,0.0,0.76,0.72,0.78,0.48,0.51,0.53,0.57,0.06,0.24,0.72,0.26,0.21,0.46,0.62,0.62,0.33,0.41,0.75,0.69,0.36,0.58,0.45,0.3,0.69,0.53,0.85,0.54,0.47,0.1,0.65,0.59,0.48,0.53,0.46,0.19,0.37,0.88,1,3.154625634482457,-1.4156755331084614
Luis Walker,Software Engineer,0.5,0.82,0.98,0.83,0.22,0.53,0.59,0.32,0.21,0.02,0.57,0.53,0.45,0.61,0.49,0.71,0.41,0.36,0.99,0.73,0.21,0.4,0.33,0.36,0.85,0.27,0.78,0.75,0.49,0.35,0.76,0.48,0.47,0.64,0.63,0.22,0.35,0.83,1,2.961356751561891,-2.3409261571188105
Michelle Bowen,HR Executive,1.0,0.9,0.64,0.67,0.79,0.61,0.27,0.27,0.6,0.14,0.93,0.45,0.53,0.56,0.69,0.61,0.67,0.27,0.57,0.99,0.73,0.55,0.3,0.31,0.58,0.77,0.36,0.44,0.46,0.66,0.42,0.8,0.28,0.38,0.79,0.65,0.53,0.42,0,-0.9680397386310489,2.219830725428461
David Williams,HR Executive,0.0,0.77,0.86,0.87,0.14,0.28,0.42,0.27,0.49,0.36,0.72,0.23,0.58,0.55,0.49,0.55,0.43,0.58,0.85,0.43,0.22,0.43,0.33,0.42,0.75,0.43,0.73,0.64,0.52,0.77,0.98,0.69,0.6,0.27,0.61,0.32,0.18,0.95,1,3.716708418892254,-1.8830069552864965
Mr. Michael Peterson,Data Scientist,1.0,0.94,0.78,0.52,0.48,0.5,0.16,0.44,0.59,0.11,0.72,0.32,0.38,0.57,0.5,0.61,0.4,0.34,0.96,0.6,0.22,0.26,0.64,0.44,0.85,0.34,0.71,0.64,0.39,0.58,0.79,0.68,0.71,0.3,0.74,0.35,0.29,0.8,1,3.070047406953452,-1.7776665416384
Charles Roach,Marketing Manager,1.0,0.72,0.68,0.6,0.45,0.78,0.09,0.24,0.35,0.01,0.76,0.58,0.78,0.59,0.61,0.23,0.8,0.19,0.59,0.94,0.75,0.26,0.51,0.34,0.21,0.83,0.43,0.96,0.73,0.99,0.52,0.53,0.55,0.96,0.47,0.92,0.39,0.28,3,-4.106743338293014,-0.47621799304548873
Noah Clark,HR Executive,0.5,0.81,0.67,0.5,0.76,0.99,0.42,0.07,0.65,0.25,0.71,0.74,0.65,0.62,0.8,0.38,0.9,0.38,0.58,0.47,0.86,0.14,0.23,0.28,0.29,0.51,0.64,0.75,0.85,0.93,0.2,0.7,0.75,0.81,0.63,0.86,0.07,0.43,3,-3.7617395481309264,-0.27513740124845876
Kimberly Parker,HR Executive,0.0,0.7,0.63,0.67,0.81,0.71,0.4,0.69,0.78,0.23,0.58,0.91,0.99,0.6,0.98,0.71,0.67,0.59,0.9,0.95,0.62,0.49,0.19,0.24,0.56,0.7,0.45,0.5,0.72,0.55,0.48,0.61,0.33,0.67,0.7,0.67,0.16,0.45,0,-1.4590509572626396,3.0433727888469937
Amanda Vega,HR Executive,1.0,0.92,0.64,0.83,0.75,0.98,0.24,0.22,0.55,0.27,0.79,0.71,0.55,0.66,0.71,0.05,0.81,0.39,0.61,0.61,0.8,0.01,0.25,0.13,0.35,0.58,0.41,0.6,0.94,0.77,0.13,0.76,0.57,0.5,0.5,0.86,0.32,0.27,3,-3.799767957089026,0.24620261750171163
